index,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices,Conspiracy Theory_pred,Education_pred,Environment_pred,Labor/Employment_pred,Religion_pred,Science/Technology_pred,annotations
172106,953324392716611584,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,East Africa ,millennial creative | Member of @TopBloggersUg,https://t.co/s9vCoSYkbl,1838.0,57,2017-12-14,en,en,"RT @trapafasa___: #TrapaDrive 
Retweet
Like

Follow the  first 50 rts
Follow the  first 50 Like",2018-01-16 17:53,Twitter for Android,,,,True,,9.533237642001696e+17,absent,absent,0.0,0.0,0.0,0.0,['TrapaDrive'],[],['913413083590045696'],,0.0,0.0,0.0,0.0,0.0,0.0,[]
716213,827230614411546625,816367471804502022,Alisson Perez Top,AlissonPerezTop,,Do you want to know things that are worth knowing? Follow me and you will have the opportunity to see some twee tellers from united states.!#AlissonTop,,0.0,18,2017-01-03,es,en,Late-night hosts skewer Trump over travel ban: 'embarrassing and inhuman' https://t.co/B5dDx9igOL https://t.co/ntSQRTejzp,2017-02-02 19:02,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qjNms9'],[],,1.0,1.0,1.0,1.0,1.0,1.0,"['Conspiracy Theory', 'Education', 'Environment', 'Labor/Employment', 'Religion', 'Science/Technology']"
1075997,825751900960092160,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,,"Lover of everything good, journalist and writer, follow me and I will give you the best information, Follower of Donald Trump and more.!#TrumpTop #TopJani",,2.0,31,2017-01-03,es,en,Serena Williams insists: ‘I would be nothing without my sister Venus’ | Bryan Armen Graham https://t.co/d1g0AlAeCf https://t.co/xL6N5TuUEY,2017-01-29 17:06,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qhcMoq'],[],,0.0,1.0,0.0,0.0,0.0,0.0,['Education']
1114020,904408942427688962,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,Estados Unidos,"I opened this twitter , to share my Love for America and Canada with like minded People , big TRUMP FAN , MAGA??",https://t.co/4srF9ALSJp,1719.0,4674,2017-08-25,es,en,It’s OFFICIAL! Obama the MOST EXPENSIVE Ex-President Ever!  https://t.co/6OT19KchKX,2017-09-03 18:21,Zapier.com,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://zpr.io/PQftS'],[],,0.0,0.0,0.0,0.0,0.0,0.0,[]
794032,824670186779185152,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,,"I am fanatic of donald trump and of all the firearms, follow me and I will take you of everything a little, emphasized by better Twee of the moment..!",,3.0,27,2017-01-03,es,en,Maine gov: Portland should face audit over immigrant help https://t.co/oDgv3AUjGi,2017-01-26 17:27,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgf35e'],[],,0.0,0.0,0.0,0.0,0.0,0.0,[]
1400618,834782395794468865,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,Estados Unidos,"All major information policy in the world, we are ready to give you the most accurate and timely information in the field of politics and economics",,4091.0,3376,2016-10-21,es,en,Syrian immigrant mayor's NJ town won't be sanctuary city https://t.co/0MMeQs0EaR,2017-02-23 15:10,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://www.washingtontimes.com/news/2017/feb/23/syrian-immigrant-mayors-town-wont-be-sanctuary-cit/?utm_source=dlvr.it&utm_medium=twitter'],[],,0.0,0.0,0.0,0.0,0.0,0.0,[]
1112545,894522055206600704,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,Estados Unidos,"Southern, Christian, Conservative, #2A, #prolife, #VietNam vet's wife, Mom x 4, Grammy x 8, VOL 4 life. No ads, porn, lists: Will block. Follow me",https://t.co/4srF9ALSJp,691.0,1879,2017-07-31,es,en,#chappWhy Is Suspended Eric Bolling Guilty Until Proven Innocent? https://t.co/fV2AMlmS6V https://t.co/WU4PjBVkm4,2017-08-07 11:34,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,['chappWhy'],['http://ift.tt/2uyXZOv'],[],,0.0,1.0,0.0,0.0,1.0,0.0,"['Education', 'Religion']"
1014300,868172200167129088,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,Estados Unidos,All information of america and more.. TOP USA #AMERICA #TOPUSA #POLITICSTOP,,2072.0,2243,2016-11-03,es,en,Libtard Al Franken Compares Trump to O.J. Simpson in New Memoir https://t.co/zSBdcz1jZ1 https://t.co/utXPyIR9kY,2017-05-26 18:29,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://truthfeed.com/libtard-al-franken-compares-trump-to-o-j-simpson-in-new-memoir/76387/?utm_source=dlvr.it&utm_medium=twitter'],[],,1.0,0.0,0.0,0.0,1.0,0.0,"['Conspiracy Theory', 'Religion']"
1341598,824775856966873088,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,,"I stand out for bringing people interesting information of the country and especially of Donald Trump, follow me and you will have potential information.!",,3.0,30,2017-01-03,es,en,Intel committee Democrats outraged over Donald Trump's torture comments https://t.co/2TU8RtN5qv https://t.co/cfmHkJGuPb,2017-01-27 00:27,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgnarc'],[],,0.0,0.0,0.0,1.0,1.0,0.0,"['Labor/Employment', 'Religion']"
890633,825087813028700160,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,,"I am fanatic of donald trump and of all the firearms, follow me and I will take you of everything a little, emphasized by better Twee of the moment..!",,3.0,27,2017-01-03,es,en,Nation's only Latina gov not criticizing Trump's border wall https://t.co/hLY7eHrFxb,2017-01-27 21:07,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgLI4h'],[],,0.0,1.0,1.0,1.0,0.0,1.0,"['Education', 'Environment', 'Labor/Employment', 'Science/Technology']"
471239,1313373909757186048,702546703438716929,Afro puff missy mommy 🇺🇬🇳🇬,jeromeabba,"Uganda, Nigeria Online","Principled mom| Miss independent |IT specialist | Introvert | Content Creator |Your secret admirer😉😋😘🇺🇬
#muhoozi_project I NRM & Bebecool diehard✌️👍",https://t.co/G8J50FnKMK,20912.0,18384,2016-02-24,en,en,"RT @amon_nimusiima: Today morning I found our female dog jumping out of our neighbor’s fence, I thrashed that bitch for cheating on our sco…",2020-10-06 07:01,Twitter for Android,,,,True,,1.313337006748037e+18,absent,absent,0.0,0.0,0.0,0.0,[],[],['905469735407501316'],,0.0,0.0,0.0,0.0,0.0,0.0,[]
1510650,873585238940815360,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,Estados Unidos,"Deplorable Conservative, Christian, Wife, Mother & Trump supporter. Anti Political correctness, pro free speech. I Love God, Family & Country?????",https://t.co/9mmTF3DjMo,1903.0,4721,2017-06-02,es,en,Analysis: 'Tort reform' measure may face ballot competition https://t.co/TRtjBhvHZf,2017-06-10 16:58,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://clkmein.com/qKwbFA'],[],,0.0,0.0,0.0,1.0,0.0,1.0,"['Labor/Employment', 'Science/Technology']"
1468363,897249850227556352,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,United States,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,https://t.co/4srF9ALSJp,2088.0,4047,2017-07-26,en,en,#jan Merkel Wants to Bring in EVEN MORE Refugees. Look How Many! https://t.co/hFXMgDbvU4 https://t.co/nBWWNWQ2jq,2017-08-15 00:13,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,['jan'],['http://ift.tt/2uWtke4'],[],,0.0,0.0,0.0,0.0,1.0,0.0,['Religion']
1602350,923055105104113664,Q9Ywvmza1aReilxUTKpF1sksfMTTcIJMseww8KZdPkc=,Q9Ywvmza1aReilxUTKpF1sksfMTTcIJMseww8KZdPkc=,Q9Ywvmza1aReilxUTKpF1sksfMTTcIJMseww8KZdPkc=,Estados Unidos,#MAGA..#TRUMP ??%......???????????? #DEPLORABLE#1???? #cnn is a JOKE???? it's time to take back our country???????????? ????#winning????#winning????#winning,https://t.co/zxyYYbkrR5,1930.0,4767,2017-09-05,es,en,Look Who Just Welcomed ‘Republican’ Jeff Flake to the #Resistance https://t.co/XLMfCtprSz,2017-10-25 05:14,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,['Resistance'],['http://ift.tt/2y2kUsm'],[],,1.0,1.0,1.0,0.0,1.0,0.0,"['Conspiracy Theory', 'Education', 'Environment', 'Religion']"
849501,806144476133531649,qSHnHpnXF90Txy81Rb9x6NIlBwXhntyRoZOq3snYE=,qSHnHpnXF90Txy81Rb9x6NIlBwXhntyRoZOq3snYE=,qSHnHpnXF90Txy81Rb9x6NIlBwXhntyRoZOq3snYE=,,"We bring you all the politics and economy of america at your fingertips
#NewGlobal
#PoliticalTOP
#FOLLOW",,1896.0,3743,2016-11-10,es,en,Dubai will build the world's biggest indoor theme park (again) https://t.co/yAp102AHgb https://t.co/Jy5f9gNztN,2016-12-06 14:33,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qehlLB'],[],,0.0,0.0,1.0,0.0,0.0,1.0,"['Environment', 'Science/Technology']"
707812,911694504775880704,b+nV9n72byfnO1sRrL3lHb1SYU8NSxDoI8y7W+almZk=,b+nV9n72byfnO1sRrL3lHb1SYU8NSxDoI8y7W+almZk=,b+nV9n72byfnO1sRrL3lHb1SYU8NSxDoI8y7W+almZk=,Estados Unidos,"Lover of the good news, follow me and I'll take you information that if it's worth reading, I have the best for you from Donald Trump",https://t.co/4srF9ALSJp,1497.0,1014,2017-07-29,es,en,Huckabee MOCKS Traitor John McCain in one Hilarious Tweet! https://t.co/q1kr7MILLg,2017-09-23 20:51,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://ift.tt/2xBdL0K'],[],,0.0,0.0,0.0,0.0,1.0,0.0,['Religion']
943634,876095128858800128,ulRVwd44kNLbl3pLkvtp7xBOeEVHMvexJDg2hjLvX0E=,ulRVwd44kNLbl3pLkvtp7xBOeEVHMvexJDg2hjLvX0E=,ulRVwd44kNLbl3pLkvtp7xBOeEVHMvexJDg2hjLvX0E=,Estados Unidos,"Follow me, I am a journalist passionate about taking you all the secret information of President Donald Trump, #Trump #trumptop #journalist",https://t.co/9mmTF3DjMo,1.0,0,2017-06-02,es,en,Judge Declares Cosby Mistrial; Calls Jurors Courageous! [VIDEO] https://t.co/q94MAIMeNe https://t.co/d2vpDg5mCz,2017-06-17 15:12,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://festyy.com/qLrz7e'],[],,0.0,0.0,0.0,0.0,1.0,0.0,['Religion']
383755,1243899099402862592,830195087078518785,ssebunya shafique,ssebunyashaf,Uganda,"economics politics music and sports
@arsenal & @Barcelona",https://t.co/4lf4iRcXJT,15717.0,4232,2017-02-10,en,en,@roberthome11 @KagutaMuseveni @observerug Do u have proof idiot ?,2020-03-28 13:53,Twitter for Android,1174745716608163843,1.24389264302694e+18,,False,,,absent,absent,0.0,1.0,4.0,0.0,[],[],"['1174745716608163843', '126955629', '93316701']",,1.0,0.0,0.0,0.0,0.0,0.0,['Conspiracy Theory']
1193543,845740068572561408,XY8MFe9mMtCe9fl0JJLL9ziO9Y6+vJ1Yp8GrDSWaHrM=,XY8MFe9mMtCe9fl0JJLL9ziO9Y6+vJ1Yp8GrDSWaHrM=,XY8MFe9mMtCe9fl0JJLL9ziO9Y6+vJ1Yp8GrDSWaHrM=,Estados Unidos,All the politics and economics of america. we are united to offer you the best updated information of the moment,,3048.0,3217,2016-10-23,es,en,AMAZING! TRUMP TRAIN STORMS WHITE HOUSE TODAY TO SHOW SUPPORT FOR TRUMP https://t.co/F7p70QnSme https://t.co/75WJzWgJux,2017-03-25 20:52,dlvr.it,,,,False,,,absent,absent,0.0,0.0,2.0,1.0,[],['http://truthfeed.com/amazing-trump-train-storms-white-house-today-to-show-support-for-trump/59769/?utm_source=dlvr.it&utm_medium=twitter'],[],,1.0,0.0,0.0,0.0,1.0,0.0,"['Conspiracy Theory', 'Religion']"
112421,777279683373203457,xJ57jjSHWvX9mAMmhv7fVaVzxe13bBfCZuGZaBNucL0=,xJ57jjSHWvX9mAMmhv7fVaVzxe13bBfCZuGZaBNucL0=,xJ57jjSHWvX9mAMmhv7fVaVzxe13bBfCZuGZaBNucL0=,"Kampala, Uganda","this page for teamshirumatic updates and the award winning 256 spindoctor 'mixes,latestphotos ,love Updates with whole team @djshiru",https://t.co/oT1yUpwAsC,4469.0,713,2016-07-19,en,en,@DjShiru smashing it up with  Shekini @PeterPsquare  #SaturdayExplosion #ClubAmbiance📺💿🎼🔥 https://t.co/OTkTLWcwbM,2016-09-17 22:54,Twitter for Android,597473756,,,False,,,absent,absent,0.0,0.0,2.0,1.0,"['SaturdayExplosion', 'ClubAmbiance']",[],"['597473756', '47033057']",,0.0,0.0,0.0,0.0,0.0,0.0,[]
744001,893166007451308033,ntwQzUmt67THpo6DhZkBsFNzqdLMYwJT0Rc6qXIqc=,ntwQzUmt67THpo6DhZkBsFNzqdLMYwJT0Rc6qXIqc=,ntwQzUmt67THpo6DhZkBsFNzqdLMYwJT0Rc6qXIqc=,Estados Unidos,"""Opportunity is knocking.Are you ready to open the door? ""Time to get out of that rut? Are you ready to change your life? Make your own choices?Follow me",https://t.co/4srF9ALSJp,823.0,2444,2017-07-30,es,en,Beachlover43t MaryAnnMulloy ConnorPaddy TomTsantorufo At least we arent filled with hate like those on the other side😆😇,2017-08-03 17:45,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],[],[],,1.0,1.0,1.0,0.0,1.0,0.0,"['Conspiracy Theory', 'Education', 'Environment', 'Religion']"
1155500,810884232948002816,EVO+BvqNqInawuX8PGW4nZmfAQnKk3E7kvvdxnj9oU=,EVO+BvqNqInawuX8PGW4nZmfAQnKk3E7kvvdxnj9oU=,EVO+BvqNqInawuX8PGW4nZmfAQnKk3E7kvvdxnj9oU=,,"Follow closely the current policy and inform #TOPLIFE
#POLITICSTOP
#INFORMATIONTOP",,825.0,2783,2016-12-02,es,en,2016 Presidential Electoral College – It’s Happening Now! Watch and Chat! https://t.co/ZSwGlLSMYf https://t.co/s1OkGFZtnR,2016-12-19 16:27,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qrL5Nb'],[],,0.0,0.0,0.0,0.0,0.0,0.0,[]
1105432,826557086993506304,dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=,dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=,dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=,Estados Unidos,"americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA",,2201.0,1333,2016-11-03,es,en,Apple ends losing streak with $78 billion quarter https://t.co/VIEtl1EsYe https://t.co/j3LdApoQXQ,2017-01-31 22:25,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qjfJuV'],[],,0.0,0.0,0.0,0.0,0.0,1.0,['Science/Technology']
136089,835304288284991488,s4SRggUGNnX4T9y5sbitSgBm20pyc3wkdfD6MqaJH0=,s4SRggUGNnX4T9y5sbitSgBm20pyc3wkdfD6MqaJH0=,s4SRggUGNnX4T9y5sbitSgBm20pyc3wkdfD6MqaJH0=,Uganda,@Kingsaha256 My Favourite,,74.0,119,2017-02-25,en,en,RT @TheCosoro: #NowPlayin Dj Shiru ft. Patoranking (@DjShiru) (@patorankingfire) - Dance Well #NonStopAfroPop,2017-02-25 01:43,Twitter for iPhone,,,,True,,8.352736096062259e+17,absent,absent,0.0,0.0,0.0,0.0,"['NowPlayin', 'NonStopAfroPop']",[],"['722060180456935425', '597473756', '66000793']",,0.0,0.0,0.0,0.0,0.0,0.0,[]
317316,1268211387878322176,830195087078518785,ssebunya shafique,ssebunyashaf,Uganda,"economics politics music and sports
@arsenal & @Barcelona",https://t.co/4lf4iRcXJT,15717.0,4232,2017-02-10,en,en,@KusemererwaJu10 @mkainerugaba He was kidnapped by Bobi and Nyanzi. Those guys are looking for sympathy votes,2020-06-03 16:02,Twitter for Android,1252140568844566532,1.2682078744147067e+18,,False,,,absent,absent,0.0,1.0,1.0,0.0,[],[],"['1252140568844566532', '2723451553']",,0.0,0.0,0.0,0.0,1.0,0.0,['Religion']
