index,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices,Conspiracy Theory_pred,Education_pred,Environment_pred,Labor/Employment_pred,Religion_pred,Science/Technology_pred,annotations
172106,953324392716611584,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,RF9ecnLUiQjcr5U4GRqobeyoPTFzhszlwNnU49TQ=,East Africa ,millennial creative | Member of @TopBloggersUg,https://t.co/s9vCoSYkbl,1838.0,57,2017-12-14,en,en,"RT @trapafasa___: #TrapaDrive 
Retweet
Like

Follow the  first 50 rts
Follow the  first 50 Like",2018-01-16 17:53,Twitter for Android,,,,True,,9.533237642001696e+17,absent,absent,0.0,0.0,0.0,0.0,['TrapaDrive'],[],['913413083590045696'],," This tweet is not related to any conspiracy theories. It is just asking people to retweet and like the tweet.

Class: 0"," This tweet does not mention anything to do with education, it is simply encouraging users to retweet, like, and follow a certain account. 

Class: 0"," This tweet does not appear to be related to the environment. 
Class: 0"," This is not about Labor/Employment, as it does not mention anything about work or employment. 

Class: 0"," This tweet does not contain any information about religion, so it is not about religion.

Class: 0"," This tweet is not related to Science or Technology so it does not fall within the scope of the classification.

Class: 0",[]
716213,827230614411546625,816367471804502022,Alisson Perez Top,AlissonPerezTop,,Do you want to know things that are worth knowing? Follow me and you will have the opportunity to see some twee tellers from united states.!#AlissonTop,,0.0,18,2017-01-03,es,en,Late-night hosts skewer Trump over travel ban: 'embarrassing and inhuman' https://t.co/B5dDx9igOL https://t.co/ntSQRTejzp,2017-02-02 19:02,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qjNms9'],[],," This tweet does not mention anything about conspiracy theory, but instead mentions late-night hosts and President Trump's travel ban. 

Class: 0"," This tweet is not about education as it talks about Trump's travel ban and is not related to education in any way. 

Class: 0"," This tweet is not about the environment, but rather about President Trump's travel ban.

Class: 0"," This tweet does not mention anything related to labor or employment, therefore it is not about labor/employment.

Class: 0"," This tweet does not mention religion and is instead discussing President Trump's travel ban.

Class: 0"," This tweet is not about science or technology but rather about President Trump's travel ban.

Class: 0",[]
1075997,825751900960092160,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,n0AprOYKEjeqssI493b4LiWMV+GAGGVqgBwsYcKUXak=,,"Lover of everything good, journalist and writer, follow me and I will give you the best information, Follower of Donald Trump and more.!#TrumpTop #TopJani",,2.0,31,2017-01-03,es,en,Serena Williams insists: ‘I would be nothing without my sister Venus’ | Bryan Armen Graham https://t.co/d1g0AlAeCf https://t.co/xL6N5TuUEY,2017-01-29 17:06,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qhcMoq'],[],," This tweet is not about a conspiracy theory and does not contain any conspiratorial elements.

Class: 0"," This tweet does not have anything to do with Education.
Class: 0"," This tweet does not mention anything about the environment.

Class: 0"," This tweet does not mention anything about labor or employment, so it is not related to the topic. 

Class: 0"," This tweet does not mention religion at all and is only about the relationship between two tennis players, therefore it should not be classified as having to do with religion.

Class: 0"," This tweet is not about Science or Technology, it is about the tennis player Serena Williams and her sister Venus Williams. 

Class: 0",[]
1114020,904408942427688962,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,HoKpxnZF4gJk+IzjhJijZyLKzNXWMQtF07nWOBUmo=,Estados Unidos,"I opened this twitter , to share my Love for America and Canada with like minded People , big TRUMP FAN , MAGA??",https://t.co/4srF9ALSJp,1719.0,4674,2017-08-25,es,en,It’s OFFICIAL! Obama the MOST EXPENSIVE Ex-President Ever!  https://t.co/6OT19KchKX,2017-09-03 18:21,Zapier.com,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://zpr.io/PQftS'],[],," This tweet is not about a conspiracy theory as it is discussing a factual statistic about the former President Obama.

Class: 0"," This tweet is not about education, so it does not classify as an educational tweet. 

Class: 0"," This tweet is not about environment, as it is discussing the cost of former President Obama's post-presidential expenses.

Class: 0"," This tweet is not about labor or employment as it is discussing the cost of Obama as an ex-president.

Class: 0"," This tweet does not mention anything about religion, therefore it does not pertain to religion.

Class: 0"," This tweet does not reference science or technology in any way.

Class: 0",[]
794032,824670186779185152,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,,"I am fanatic of donald trump and of all the firearms, follow me and I will take you of everything a little, emphasized by better Twee of the moment..!",,3.0,27,2017-01-03,es,en,Maine gov: Portland should face audit over immigrant help https://t.co/oDgv3AUjGi,2017-01-26 17:27,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgf35e'],[],," This tweet is not about a conspiracy theory, as it is simply discussing the Maine government's stance on auditing Portland for helping immigrants.

Class: 0"," This tweet does not mention anything related to education, therefore it does not qualify for the classification.

Class: 0"," This tweet is not about the environment, but about the government's response to helping immigrants in Portland, Maine.

Class: 0"," This tweet is about the Maine Governor calling for an audit of Portland over their help for immigrants. 
Class: 0"," This tweet is not about religion, but about the Maine governor's suggestion that Portland should face an audit about their help for immigrants.

Class: 0"," This tweet is not about science or technology, but rather a political issue about Portland and immigrants.

Class: 0",[]
1400618,834782395794468865,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,f4h7ajYblZt70h+rODJu6DfUqfZXAvqvAVap4ImIbw=,Estados Unidos,"All major information policy in the world, we are ready to give you the most accurate and timely information in the field of politics and economics",,4091.0,3376,2016-10-21,es,en,Syrian immigrant mayor's NJ town won't be sanctuary city https://t.co/0MMeQs0EaR,2017-02-23 15:10,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://www.washingtontimes.com/news/2017/feb/23/syrian-immigrant-mayors-town-wont-be-sanctuary-cit/?utm_source=dlvr.it&utm_medium=twitter'],[],," This tweet is not about a conspiracy theory. It is a factual statement about a mayor of a town in New Jersey making a decision not to make their town a sanctuary city.

Class: 0"," This Tweet is not related to Education as it is discussing the mayor of a town in New Jersey and their decision not to be a sanctuary city.

Class: 0"," This tweet discusses a mayor who is an immigrant from Syria, and his town's decision not to become a sanctuary city. It is not related to the environment. 

Class: 0"," This tweet does not mention labor or employment, so it does not relate to labor/employment.

Class: 0"," This tweet does not mention religion, so it is not about religion.

Class: 0"," This tweet is not related to Science/Technology. 
Class: 0",[]
1112545,894522055206600704,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,MYTpHYH5RZ+4Npb1BeaG7ILFTuV9pFxRUZ7SoCftJ0=,Estados Unidos,"Southern, Christian, Conservative, #2A, #prolife, #VietNam vet's wife, Mom x 4, Grammy x 8, VOL 4 life. No ads, porn, lists: Will block. Follow me",https://t.co/4srF9ALSJp,691.0,1879,2017-07-31,es,en,#chappWhy Is Suspended Eric Bolling Guilty Until Proven Innocent? https://t.co/fV2AMlmS6V https://t.co/WU4PjBVkm4,2017-08-07 11:34,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,['chappWhy'],['http://ift.tt/2uyXZOv'],[],," This tweet is referencing a conspiracy theory surrounding Eric Bolling, who was suspended from Fox News, implying that he is guilty until proven innocent.

Class: 1"," This tweet is not about Education as it discusses a news story involving Eric Bolling and does not discuss any educational topics.

Class: 0"," This tweet is not about the environment but rather about a news story about Eric Bolling.

Class: 0"," This tweet is not about labor or employment, but instead about the suspension of news anchor Eric Bolling.

Class: 0"," This tweet does not mention any religious topics and makes no references to any religion.

Class: 0"," This tweet is not about Science or Technology and does not contain any scientific or technological language. 
Class: 0",['Conspiracy Theory']
1014300,868172200167129088,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,EnJOMZA4bIqKIG7CS5cI7OPKgxg6HAIo4+AwnWjN44=,Estados Unidos,All information of america and more.. TOP USA #AMERICA #TOPUSA #POLITICSTOP,,2072.0,2243,2016-11-03,es,en,Libtard Al Franken Compares Trump to O.J. Simpson in New Memoir https://t.co/zSBdcz1jZ1 https://t.co/utXPyIR9kY,2017-05-26 18:29,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://truthfeed.com/libtard-al-franken-compares-trump-to-o-j-simpson-in-new-memoir/76387/?utm_source=dlvr.it&utm_medium=twitter'],[],," This tweet does not contain any conspiracy theory related content. It is referencing the memoir of former Senator Al Franken, in which he compares President Trump to O.J. Simpson.

Class: 0"," This tweet does not have anything to do with education, so it does not fall under that category.

Class: 0"," This tweet is not about the environment and does not mention any environmental topics. 
Class: 0"," This tweet does not mention anything related to labor or employment, so it is not related to that topic.

Class: 0"," This tweet does not mention anything about religion, so it is not about religion.

Class: 0"," This tweet does not contain any information about science or technology, so it does not fall into either of these categories.

Class: 0",[]
1341598,824775856966873088,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,TZfl6cqIEg8XMKr+0aaptTUu6SSmrXv4ja9LbuwMaE=,,"I stand out for bringing people interesting information of the country and especially of Donald Trump, follow me and you will have potential information.!",,3.0,30,2017-01-03,es,en,Intel committee Democrats outraged over Donald Trump's torture comments https://t.co/2TU8RtN5qv https://t.co/cfmHkJGuPb,2017-01-27 00:27,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgnarc'],[],," This tweet does not contain any elements of conspiracy theories and is simply reporting on a news item.

Class: 0"," This tweet is not about Education as it talks about Intel committee Democrats and Donald Trump's torture comments.

Class: 0"," This tweet does not mention anything related to the environment so it is not about the environment.

Class: 0"," This tweet does not mention labor or employment topics.

Class: 0"," This tweet is not about religion; it is about Donald Trump's comments about torture.

Class: 0"," This tweet is not about Science or Technology, as it is not discussing any scientific or technological topics. 
Class: 0",[]
890633,825087813028700160,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,ir0ONeSshCh7ZNgV8ngKhGCOGT8jn4YmulZh2F+bozM=,,"I am fanatic of donald trump and of all the firearms, follow me and I will take you of everything a little, emphasized by better Twee of the moment..!",,3.0,27,2017-01-03,es,en,Nation's only Latina gov not criticizing Trump's border wall https://t.co/hLY7eHrFxb,2017-01-27 21:07,dlvr.it,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://viid.me/qgLI4h'],[],," This tweet is not about a conspiracy theory because it is not making any claims that are untrue or suggesting any hidden motivations behind the government's actions.

Class: 0"," This tweet does not mention education and does not relate to education in any way. 
Class: 0"," This tweet does not have anything to do with the environment and is instead discussing the nation's only Latina governor and her opinion on President Trump's border wall.

Class: 0"," This tweet is not about labor or employment, as it does not mention anything related to the subject.

Class: 0"," This Tweet is not about Religion.
Class: 0"," This tweet does not discuss any science or technology topics and is only discussing politics.

Class: 0",[]
471239,1313373909757186048,702546703438716929,Afro puff missy mommy 🇺🇬🇳🇬,jeromeabba,"Uganda, Nigeria Online","Principled mom| Miss independent |IT specialist | Introvert | Content Creator |Your secret admirer😉😋😘🇺🇬
#muhoozi_project I NRM & Bebecool diehard✌️👍",https://t.co/G8J50FnKMK,20912.0,18384,2016-02-24,en,en,"RT @amon_nimusiima: Today morning I found our female dog jumping out of our neighbor’s fence, I thrashed that bitch for cheating on our sco…",2020-10-06 07:01,Twitter for Android,,,,True,,1.313337006748037e+18,absent,absent,0.0,0.0,0.0,0.0,[],[],['905469735407501316'],," This tweet does not relate to a conspiracy theory, as it is simply talking about someone's dog jumping out of a neighbor's fence.

Class: 0"," This tweet has nothing to do with education and is instead about a dog jumping out of a fence.

Class: 0"," This tweet does not relate to the environment in any way. 
Class: 0"," This tweet does not have anything to do with labor or employment, as it is about a dog jumping a fence.

Class: 0"," This tweet is not about religion. It is about a person's experience with their neighbor's dog.

Class: 0"," This tweet does not mention anything related to science or technology, so it does not fall into either of those categories.

Class: 0",[]
1510650,873585238940815360,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,yFHhmO1QLSlPIMnMy4GATtQbv+qK7FdUZirBWafMhA=,Estados Unidos,"Deplorable Conservative, Christian, Wife, Mother & Trump supporter. Anti Political correctness, pro free speech. I Love God, Family & Country?????",https://t.co/9mmTF3DjMo,1903.0,4721,2017-06-02,es,en,Analysis: 'Tort reform' measure may face ballot competition https://t.co/TRtjBhvHZf,2017-06-10 16:58,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['http://clkmein.com/qKwbFA'],[],," This tweet is not about a conspiracy theory. It is discussing a measure related to tort reform, which refers to a set of laws designed to limit the amount of damages that can be awarded in a lawsuit.

Class: 0"," This tweet is not related to education. It is discussing a potential ballot measure regarding tort reform. 

Class: 0"," This Tweet is discussing a measure related to tort reform, which is a legal term related to civil law. It does not discuss the environment and is not related to the environment. 

Class: 0"," This tweet is not about labor or employment. It is discussing tort reform, which is a legal issue related to civil lawsuits.

Class: 0"," This tweet is not about religion since it is talking about a 'tort reform' measure which is a legal term related to civil law.

Class: 0"," This tweet is discussing a potential ballot measure related to tort reform, which is a legal term related to civil law. This does not relate to science or technology, and is instead related to legal matters. 

Class: 0",[]
1468363,897249850227556352,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=,United States,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,https://t.co/4srF9ALSJp,2088.0,4047,2017-07-26,en,en,#jan Merkel Wants to Bring in EVEN MORE Refugees. Look How Many! https://t.co/hFXMgDbvU4 https://t.co/nBWWNWQ2jq,2017-08-15 00:13,IFTTT,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,['jan'],['http://ift.tt/2uWtke4'],[],," This tweet is not about a conspiracy theory as it is simply stating facts about Merkel wanting to bring in more refugees. 
Class: 0"," This tweet does not mention anything about education, and is instead discussing the refugee crisis and how German Chancellor Angela Merkel wants to bring more refugees into the country.

Class: 0"," This Tweet is not about the environment, but rather about refugees and the politics of immigration.

Class: 0"," This tweet is not about labor or employment, as it is discussing refugees and does not mention any labor or employment topics.

Class: 0"," This tweet does not mention anything related to religion. 
Class: 0"," This tweet is not about science or technology. It is discussing Chancellor Merkel's policy on refugees. 

Class: 0",[]
